event_id,timestamp_iso_utc,timestamp_ms,day,detector,pair_id,auto_label,confidence,reason,delta_ms,amount_gap_pct,price_diff_bps,trades_apart,window_seconds,imbalance_ratio,notional_usd,price_move_bps,is_partial_window,price_range_bps
1770181254701_mirror_reversal_435_438,2026-02-04T05:00:54.701000+00:00,1770181254701,Feb-4-6,mirror_reversal,435_438,TP,0.85,Under 2.9s (451ms) = wash (user-learned),451,0.457,0.06537,3,,,,,,
1770181256112_mirror_reversal_435_440,2026-02-04T05:00:56.112000+00:00,1770181256112,Feb-4-6,mirror_reversal,435_440,TP,0.85,Under 2.9s (1862ms) = wash (user-learned),1862,0.457,0.06537,5,,,,,,
1770181258340_mirror_reversal_448_449,2026-02-04T05:00:58.340000+00:00,1770181258340,Feb-4-6,mirror_reversal,448_449,TP,0.85,Under 2.9s (633ms) = wash (user-learned),633,0.457,0.117671,1,,,,,,
1770181306628_mirror_reversal_693_695,2026-02-04T05:01:46.628000+00:00,1770181306628,Feb-4-6,mirror_reversal,693_695,TP,0.85,Under 2.9s (430ms) = wash (user-learned),430,0.5331,0.522786,2,,,,,,
1770181306628_mirror_reversal_694_695,2026-02-04T05:01:46.628000+00:00,1770181306628,Feb-4-6,mirror_reversal,694_695,TP,0.85,Under 2.9s (114ms) = wash (user-learned),114,0.8423,0.248327,1,,,,,,
1770181307358_mirror_reversal_695_696,2026-02-04T05:01:47.358000+00:00,1770181307358,Feb-4-6,mirror_reversal,695_696,TP,0.85,Under 2.9s (730ms) = wash (user-learned),730,0.0765,0.130701,1,,,,,,
1770181308119_mirror_reversal_694_699,2026-02-04T05:01:48.119000+00:00,1770181308119,Feb-4-6,mirror_reversal,694_699,TP,0.85,Under 2.9s (1605ms) = wash (user-learned),1605,0.9181,0.771141,5,,,,,,
1770181308119_mirror_reversal_696_699,2026-02-04T05:01:48.119000+00:00,1770181308119,Feb-4-6,mirror_reversal,696_699,TP,0.85,Under 2.9s (761ms) = wash (user-learned),761,0.0,0.392113,3,,,,,,
1770181309230_mirror_reversal_699_704,2026-02-04T05:01:49.230000+00:00,1770181309230,Feb-4-6,mirror_reversal,699_704,TP,0.85,Under 2.9s (1111ms) = wash (user-learned),1111,0.457,0.30063,5,,,,,,
1770181309552_mirror_reversal_704_709,2026-02-04T05:01:49.552000+00:00,1770181309552,Feb-4-6,mirror_reversal,704_709,TP,0.85,Under 2.9s (322ms) = wash (user-learned),322,0.457,0.745079,5,,,,,,
1770181309552_mirror_reversal_707_709,2026-02-04T05:01:49.552000+00:00,1770181309552,Feb-4-6,mirror_reversal,707_709,TP,0.85,Under 2.9s (322ms) = wash (user-learned),322,0.457,0.300653,2,,,,,,
1770181311018_mirror_reversal_707_710,2026-02-04T05:01:51.018000+00:00,1770181311018,Feb-4-6,mirror_reversal,707_710,TP,0.85,Under 2.9s (1788ms) = wash (user-learned),1788,0.457,0.300653,3,,,,,,
1770181314375_mirror_reversal_717_722,2026-02-04T05:01:54.375000+00:00,1770181314375,Feb-4-6,mirror_reversal,717_722,TP,0.85,Under 2.9s (148ms) = wash (user-learned),148,0.457,0.797376,5,,,,,,
1770181316233_mirror_reversal_728_733,2026-02-04T05:01:56.233000+00:00,1770181316233,Feb-4-6,mirror_reversal,728_733,TP,0.85,Under 2.9s (1410ms) = wash (user-learned),1410,0.457,0.052291,5,,,,,,
1770181330713_mirror_reversal_760_764,2026-02-04T05:02:10.713000+00:00,1770181330713,Feb-4-6,mirror_reversal,760_764,TP,0.85,Under 2.9s (107ms) = wash (user-learned),107,0.457,0.418303,4,,,,,,
1770181332253_mirror_reversal_785_787,2026-02-04T05:02:12.253000+00:00,1770181332253,Feb-4-6,mirror_reversal,785_787,TP,0.85,Under 2.9s (242ms) = wash (user-learned),242,0.457,0.196117,2,,,,,,
1770181333437_mirror_reversal_787_790,2026-02-04T05:02:13.437000+00:00,1770181333437,Feb-4-6,mirror_reversal,787_790,TP,0.85,Under 2.9s (1184ms) = wash (user-learned),1184,0.457,0.27457,3,,,,,,
1770181344308_mirror_reversal_799_804,2026-02-04T05:02:24.308000+00:00,1770181344308,Feb-4-6,mirror_reversal,799_804,TP,0.85,Under 2.9s (2606ms) = wash (user-learned),2606,0.457,0.104606,5,,,,,,
1770181344308_mirror_reversal_802_804,2026-02-04T05:02:24.308000+00:00,1770181344308,Feb-4-6,mirror_reversal,802_804,TP,0.85,Under 2.9s (232ms) = wash (user-learned),232,0.457,0.104606,2,,,,,,
1770181365649_mirror_reversal_909_913,2026-02-04T05:02:45.649000+00:00,1770181365649,Feb-4-6,mirror_reversal,909_913,TP,0.85,Under 2.9s (434ms) = wash (user-learned),434,0.0001,0.013075,4,,,,,,
1770181370834_mirror_reversal_939_943,2026-02-04T05:02:50.834000+00:00,1770181370834,Feb-4-6,mirror_reversal,939_943,TP,0.85,Under 2.9s (966ms) = wash (user-learned),966,0.457,0.496867,4,,,,,,
1770181371209_mirror_reversal_946_951,2026-02-04T05:02:51.209000+00:00,1770181371209,Feb-4-6,mirror_reversal,946_951,TP,0.85,Under 2.9s (367ms) = wash (user-learned),367,0.457,0.353068,5,,,,,,
1770181434420_mirror_reversal_1159_1162,2026-02-04T05:03:54.420000+00:00,1770181434420,Feb-4-6,mirror_reversal,1159_1162,TP,0.85,Under 2.9s (2078ms) = wash (user-learned),2078,0.457,0.222286,3,,,,,,
1770181436728_mirror_reversal_1163_1164,2026-02-04T05:03:56.728000+00:00,1770181436728,Feb-4-6,mirror_reversal,1163_1164,TP,0.85,Under 2.9s (357ms) = wash (user-learned),357,0.2178,0.117685,1,,,,,,
1770181454403_mirror_reversal_1215_1216,2026-02-04T05:04:14.403000+00:00,1770181454403,Feb-4-6,mirror_reversal,1215_1216,TP,0.85,Under 2.9s (476ms) = wash (user-learned),476,0.2803,0.013073,1,,,,,,
1770181455029_mirror_reversal_1216_1217,2026-02-04T05:04:15.029000+00:00,1770181455029,Feb-4-6,mirror_reversal,1216_1217,TP,0.85,Under 2.9s (626ms) = wash (user-learned),626,0.28,0.013073,1,,,,,,
1770181455107_mirror_reversal_1222_1226,2026-02-04T05:04:15.107000+00:00,1770181455107,Feb-4-6,mirror_reversal,1222_1226,TP,0.95,Ultra-fast (74ms) + similar amount = wash,74,0.0,0.33988,4,,,,,,
1770181518041_mirror_reversal_1449_1452,2026-02-04T05:05:18.041000+00:00,1770181518041,Feb-4-6,mirror_reversal,1449_1452,TP,0.85,Under 2.9s (537ms) = wash (user-learned),537,0.0,0.013075,3,,,,,,
1770181565409_mirror_reversal_1674_1677,2026-02-04T05:06:05.409000+00:00,1770181565409,Feb-4-6,mirror_reversal,1674_1677,TP,0.85,Under 2.9s (1081ms) = wash (user-learned),1081,0.8229,0.627931,3,,,,,,
1770181617655_mirror_reversal_1837_1842,2026-02-04T05:06:57.655000+00:00,1770181617655,Feb-4-6,mirror_reversal,1837_1842,TP,0.85,Under 2.9s (2227ms) = wash (user-learned),2227,0.9841,0.013075,5,,,,,,
1770181658255_mirror_reversal_2046_2049,2026-02-04T05:07:38.255000+00:00,1770181658255,Feb-4-6,mirror_reversal,2046_2049,TP,0.85,Under 2.9s (541ms) = wash (user-learned),541,0.457,0.196148,3,,,,,,
1770181665785_mirror_reversal_2084_2088,2026-02-04T05:07:45.785000+00:00,1770181665785,Feb-4-6,mirror_reversal,2084_2088,TP,0.95,Ultra-fast (38ms) + similar amount = wash,38,0.457,0.130786,4,,,,,,
1770181667320_mirror_reversal_2088_2091,2026-02-04T05:07:47.320000+00:00,1770181667320,Feb-4-6,mirror_reversal,2088_2091,TP,0.85,Under 2.9s (1535ms) = wash (user-learned),1535,0.457,0.261578,3,,,,,,
1770181668303_mirror_reversal_2119_2124,2026-02-04T05:07:48.303000+00:00,1770181668303,Feb-4-6,mirror_reversal,2119_2124,TP,0.85,Under 2.9s (105ms) = wash (user-learned),105,0.0,0.130817,5,,,,,,
1770181730333_mirror_reversal_2333_2338,2026-02-04T05:08:50.333000+00:00,1770181730333,Feb-4-6,mirror_reversal,2333_2338,TP,0.85,Under 2.9s (2892ms) = wash (user-learned),2892,0.139,0.013084,5,,,,,,
1770181809377_mirror_reversal_2493_2496,2026-02-04T05:10:09.377000+00:00,1770181809377,Feb-4-6,mirror_reversal,2493_2496,TP,0.85,Under 2.9s (1160ms) = wash (user-learned),1160,0.0,0.013079,3,,,,,,
1770181810764_mirror_reversal_2496_2501,2026-02-04T05:10:10.764000+00:00,1770181810764,Feb-4-6,mirror_reversal,2496_2501,TP,0.85,Under 2.9s (1387ms) = wash (user-learned),1387,0.457,0.902392,5,,,,,,
1770181844157_mirror_reversal_2591_2594,2026-02-04T05:10:44.157000+00:00,1770181844157,Feb-4-6,mirror_reversal,2591_2594,TP,0.85,Under 2.9s (2768ms) = wash (user-learned),2768,0.0765,0.013071,3,,,,,,
1770181849990_mirror_reversal_2613_2615,2026-02-04T05:10:49.990000+00:00,1770181849990,Feb-4-6,mirror_reversal,2613_2615,TP,0.85,Under 2.9s (2654ms) = wash (user-learned),2654,0.6667,0.18303,2,,,,,,
1770181860974_mirror_reversal_2681_2686,2026-02-04T05:11:00.974000+00:00,1770181860974,Feb-4-6,mirror_reversal,2681_2686,TP,0.95,Ultra-fast (87ms) + similar amount = wash,87,0.9901,0.06533,5,,,,,,
1770181866324_mirror_reversal_2736_2739,2026-02-04T05:11:06.324000+00:00,1770181866324,Feb-4-6,mirror_reversal,2736_2739,TP,0.85,Under 2.9s (424ms) = wash (user-learned),424,0.5331,0.052291,3,,,,,,
1770181866891_mirror_reversal_2736_2740,2026-02-04T05:11:06.891000+00:00,1770181866891,Feb-4-6,mirror_reversal,2736_2740,TP,0.85,Under 2.9s (991ms) = wash (user-learned),991,0.457,0.052291,4,,,,,,
1770181932288_mirror_reversal_2908_2912,2026-02-04T05:12:12.288000+00:00,1770181932288,Feb-4-6,mirror_reversal,2908_2912,TP,0.85,Under 2.9s (1838ms) = wash (user-learned),1838,0.0,0.156848,4,,,,,,
1770181984935_mirror_reversal_3012_3013,2026-02-04T05:13:04.935000+00:00,1770181984935,Feb-4-6,mirror_reversal,3012_3013,TP,0.85,Under 2.9s (512ms) = wash (user-learned),512,0.8509,0.013066,1,,,,,,
1770182014220_mirror_reversal_3051_3055,2026-02-04T05:13:34.220000+00:00,1770182014220,Feb-4-6,mirror_reversal,3051_3055,TP,0.85,Under 2.9s (2924ms) = wash (user-learned),2924,0.5792,0.117607,4,,,,,,
1770182016650_mirror_reversal_3059_3061,2026-02-04T05:13:36.650000+00:00,1770182016650,Feb-4-6,mirror_reversal,3059_3061,TP,0.85,Under 2.9s (2414ms) = wash (user-learned),2414,0.6951,0.013067,2,,,,,,
1770182066030_mirror_reversal_3128_3133,2026-02-04T05:14:26.030000+00:00,1770182066030,Feb-4-6,mirror_reversal,3128_3133,TP,0.85,Under 2.9s (2710ms) = wash (user-learned),2710,0.0,0.261445,5,,,,,,
1770182271802_mirror_reversal_3606_3609,2026-02-04T05:17:51.802000+00:00,1770182271802,Feb-4-6,mirror_reversal,3606_3609,TP,0.95,Ultra-fast (2ms) + similar amount = wash,2,0.7991,0.339911,3,,,,,,
1770182271890_mirror_reversal_3609_3610,2026-02-04T05:17:51.890000+00:00,1770182271890,Feb-4-6,mirror_reversal,3609_3610,TP,0.95,Ultra-fast (88ms) + similar amount = wash,88,0.8015,0.013073,1,,,,,,
1770182316560_mirror_reversal_3778_3783,2026-02-04T05:18:36.560000+00:00,1770182316560,Feb-4-6,mirror_reversal,3778_3783,TP,0.85,Under 2.9s (1525ms) = wash (user-learned),1525,0.8057,0.692536,5,,,,,,
1770182403180_mirror_reversal_4183_4188,2026-02-04T05:20:03.180000+00:00,1770182403180,Feb-4-6,mirror_reversal,4183_4188,TP,0.85,Under 2.9s (1358ms) = wash (user-learned),1358,0.0,0.0,5,,,,,,
1770182403180_mirror_reversal_4185_4188,2026-02-04T05:20:03.180000+00:00,1770182403180,Feb-4-6,mirror_reversal,4185_4188,TP,0.85,Under 2.9s (1000ms) = wash (user-learned),1000,0.0,0.0,3,,,,,,
1770182403268_mirror_reversal_4185_4190,2026-02-04T05:20:03.268000+00:00,1770182403268,Feb-4-6,mirror_reversal,4185_4190,TP,0.85,Under 2.9s (1088ms) = wash (user-learned),1088,0.8936,0.013089,5,,,,,,
1770182404750_mirror_reversal_4187_4192,2026-02-04T05:20:04.750000+00:00,1770182404750,Feb-4-6,mirror_reversal,4187_4192,TP,0.85,Under 2.9s (1570ms) = wash (user-learned),1570,0.0407,0.0,5,,,,,,
1770182499090_mirror_reversal_4604_4608,2026-02-04T05:21:39.090000+00:00,1770182499090,Feb-4-6,mirror_reversal,4604_4608,TP,0.95,Ultra-fast (22ms) + similar amount = wash,22,0.0,0.013092,4,,,,,,
1770182499090_mirror_reversal_4604_4609,2026-02-04T05:21:39.090000+00:00,1770182499090,Feb-4-6,mirror_reversal,4604_4609,TP,0.95,Ultra-fast (22ms) + similar amount = wash,22,0.0,0.013092,5,,,,,,
1770182562943_mirror_reversal_4943_4946,2026-02-04T05:22:42.943000+00:00,1770182562943,Feb-4-6,mirror_reversal,4943_4946,TP,0.85,Under 2.9s (603ms) = wash (user-learned),603,0.6079,0.235701,3,,,,,,
1770182722348_mirror_reversal_5392_5396,2026-02-04T05:25:22.348000+00:00,1770182722348,Feb-4-6,mirror_reversal,5392_5396,TP,0.85,Under 2.9s (1268ms) = wash (user-learned),1268,0.9119,0.156887,4,,,,,,
1770182818630_mirror_reversal_5635_5637,2026-02-04T05:26:58.630000+00:00,1770182818630,Feb-4-6,mirror_reversal,5635_5637,TP,0.85,Under 2.9s (718ms) = wash (user-learned),718,0.0,0.013082,2,,,,,,
1770182836956_mirror_reversal_5757_5761,2026-02-04T05:27:16.956000+00:00,1770182836956,Feb-4-6,mirror_reversal,5757_5761,TP,0.85,Under 2.9s (225ms) = wash (user-learned),225,0.0212,0.013073,4,,,,,,
1770182836959_mirror_reversal_5757_5762,2026-02-04T05:27:16.959000+00:00,1770182836959,Feb-4-6,mirror_reversal,5757_5762,TP,0.85,Under 2.9s (228ms) = wash (user-learned),228,0.0212,0.013073,5,,,,,,
1770182852562_mirror_reversal_5799_5800,2026-02-04T05:27:32.562000+00:00,1770182852562,Feb-4-6,mirror_reversal,5799_5800,TP,0.85,Under 2.9s (2376ms) = wash (user-learned),2376,0.1008,0.013072,1,,,,,,
1770182862441_mirror_reversal_5820_5822,2026-02-04T05:27:42.441000+00:00,1770182862441,Feb-4-6,mirror_reversal,5820_5822,TP,0.85,Under 2.9s (2707ms) = wash (user-learned),2707,0.1007,0.013072,2,,,,,,
1770182884250_mirror_reversal_5901_5905,2026-02-04T05:28:04.250000+00:00,1770182884250,Feb-4-6,mirror_reversal,5901_5905,TP,0.85,Under 2.9s (600ms) = wash (user-learned),600,0.0,0.340083,4,,,,,,
1770182896037_mirror_reversal_5940_5943,2026-02-04T05:28:16.037000+00:00,1770182896037,Feb-4-6,mirror_reversal,5940_5943,TP,0.85,Under 2.9s (170ms) = wash (user-learned),170,0.0,0.013083,3,,,,,,
1770182968783_mirror_reversal_6116_6119,2026-02-04T05:29:28.783000+00:00,1770182968783,Feb-4-6,mirror_reversal,6116_6119,TP,0.85,Under 2.9s (2692ms) = wash (user-learned),2692,0.1566,0.013079,3,,,,,,
1770183041480_mirror_reversal_6375_6379,2026-02-04T05:30:41.480000+00:00,1770183041480,Feb-4-6,mirror_reversal,6375_6379,TP,0.85,Under 2.9s (2110ms) = wash (user-learned),2110,0.9291,0.37945,4,,,,,,
1770183041524_mirror_reversal_6375_6380,2026-02-04T05:30:41.524000+00:00,1770183041524,Feb-4-6,mirror_reversal,6375_6380,TP,0.85,Under 2.9s (2154ms) = wash (user-learned),2154,0.9378,0.719658,5,,,,,,
1770183047414_mirror_reversal_6458_6460,2026-02-04T05:30:47.414000+00:00,1770183047414,Feb-4-6,mirror_reversal,6458_6460,TP,0.85,Under 2.9s (105ms) = wash (user-learned),105,0.0759,0.143983,2,,,,,,
1770183047414_mirror_reversal_6459_6460,2026-02-04T05:30:47.414000+00:00,1770183047414,Feb-4-6,mirror_reversal,6459_6460,TP,0.85,Under 2.9s (102ms) = wash (user-learned),102,0.0759,0.039268,1,,,,,,
1770183103783_mirror_reversal_6639_6640,2026-02-04T05:31:43.783000+00:00,1770183103783,Feb-4-6,mirror_reversal,6639_6640,TP,0.95,Ultra-fast (89ms) + similar amount = wash,89,0.4151,0.366293,1,,,,,,
1770183285540_mirror_reversal_7347_7350,2026-02-04T05:34:45.540000+00:00,1770183285540,Feb-4-6,mirror_reversal,7347_7350,TP,0.85,Under 2.9s (2659ms) = wash (user-learned),2659,0.0,0.261732,3,,,,,,
1770183366810_mirror_reversal_7757_7762,2026-02-04T05:36:06.810000+00:00,1770183366810,Feb-4-6,mirror_reversal,7757_7762,TP,0.85,Under 2.9s (1203ms) = wash (user-learned),1203,0.8076,0.013089,5,,,,,,
1770183386044_mirror_reversal_7846_7848,2026-02-04T05:36:26.044000+00:00,1770183386044,Feb-4-6,mirror_reversal,7846_7848,TP,0.85,Under 2.9s (588ms) = wash (user-learned),588,0.423,0.0,2,,,,,,
1770183610813_mirror_reversal_8464_8469,2026-02-04T05:40:10.813000+00:00,1770183610813,Feb-4-6,mirror_reversal,8464_8469,TP,0.95,Ultra-fast (84ms) + similar amount = wash,84,0.0759,0.458384,5,,,,,,
1770183611150_mirror_reversal_8470_8471,2026-02-04T05:40:11.150000+00:00,1770183611150,Feb-4-6,mirror_reversal,8470_8471,TP,0.85,Under 2.9s (337ms) = wash (user-learned),337,0.1718,0.013096,1,,,,,,
1770183611850_mirror_reversal_8470_8472,2026-02-04T05:40:11.850000+00:00,1770183611850,Feb-4-6,mirror_reversal,8470_8472,TP,0.85,Under 2.9s (1037ms) = wash (user-learned),1037,0.1705,0.144059,2,,,,,,
1770183659484_mirror_reversal_8664_8667,2026-02-04T05:40:59.484000+00:00,1770183659484,Feb-4-6,mirror_reversal,8664_8667,TP,0.85,Under 2.9s (1754ms) = wash (user-learned),1754,0.0,0.117921,3,,,,,,
1770183694363_mirror_reversal_8892_8896,2026-02-04T05:41:34.363000+00:00,1770183694363,Feb-4-6,mirror_reversal,8892_8896,TP,0.85,Under 2.9s (1424ms) = wash (user-learned),1424,0.0,0.013111,4,,,,,,
1770183694363_mirror_reversal_8893_8896,2026-02-04T05:41:34.363000+00:00,1770183694363,Feb-4-6,mirror_reversal,8893_8896,TP,0.85,Under 2.9s (1424ms) = wash (user-learned),1424,0.0,0.013111,3,,,,,,
1770183694363_mirror_reversal_8893_8898,2026-02-04T05:41:34.363000+00:00,1770183694363,Feb-4-6,mirror_reversal,8893_8898,TP,0.85,Under 2.9s (1424ms) = wash (user-learned),1424,0.0,0.013111,5,,,,,,
1770183808255_mirror_reversal_9267_9268,2026-02-04T05:43:28.255000+00:00,1770183808255,Feb-4-6,mirror_reversal,9267_9268,TP,0.95,Ultra-fast (19ms) + similar amount = wash,19,0.5964,0.013112,1,,,,,,
1770183842730_mirror_reversal_9360_9365,2026-02-04T05:44:02.730000+00:00,1770183842730,Feb-4-6,mirror_reversal,9360_9365,TP,0.85,Under 2.9s (2154ms) = wash (user-learned),2154,0.0,0.249105,5,,,,,,
1770183892500_mirror_reversal_9454_9458,2026-02-04T05:44:52.500000+00:00,1770183892500,Feb-4-6,mirror_reversal,9454_9458,TP,0.85,Under 2.9s (2650ms) = wash (user-learned),2650,0.5575,0.354063,4,,,,,,
1770183953091_mirror_reversal_9691_9696,2026-02-04T05:45:53.091000+00:00,1770183953091,Feb-4-6,mirror_reversal,9691_9696,TP,0.85,Under 2.9s (538ms) = wash (user-learned),538,0.1069,0.013113,5,,,,,,
1770183978803_mirror_reversal_9865_9867,2026-02-04T05:46:18.803000+00:00,1770183978803,Feb-4-6,mirror_reversal,9865_9867,TP,0.95,Ultra-fast (4ms) + similar amount = wash,4,0.0062,0.104855,2,,,,,,
1770183986970_mirror_reversal_9910_9912,2026-02-04T05:46:26.970000+00:00,1770183986970,Feb-4-6,mirror_reversal,9910_9912,TP,0.85,Under 2.9s (2140ms) = wash (user-learned),2140,0.0,0.249005,2,,,,,,
1770184068275_mirror_reversal_10184_10186,2026-02-04T05:47:48.275000+00:00,1770184068275,Feb-4-6,mirror_reversal,10184_10186,TP,0.85,Under 2.9s (165ms) = wash (user-learned),165,0.02,0.091731,2,,,,,,
1770184085956_mirror_reversal_10242_10245,2026-02-04T05:48:05.956000+00:00,1770184085956,Feb-4-6,mirror_reversal,10242_10245,TP,0.95,Ultra-fast (16ms) + similar amount = wash,16,0.0024,0.28846,3,,,,,,
1770184109240_mirror_reversal_10333_10334,2026-02-04T05:48:29.240000+00:00,1770184109240,Feb-4-6,mirror_reversal,10333_10334,TP,0.85,Under 2.9s (225ms) = wash (user-learned),225,0.3994,0.013111,1,,,,,,
1770184109340_mirror_reversal_10333_10337,2026-02-04T05:48:29.340000+00:00,1770184109340,Feb-4-6,mirror_reversal,10333_10337,TP,0.85,Under 2.9s (325ms) = wash (user-learned),325,0.3981,0.144218,4,,,,,,
1770184205669_mirror_reversal_10671_10673,2026-02-04T05:50:05.669000+00:00,1770184205669,Feb-4-6,mirror_reversal,10671_10673,TP,0.85,Under 2.9s (2299ms) = wash (user-learned),2299,0.0997,0.013113,2,,,,,,
1770184342297_mirror_reversal_11095_11099,2026-02-04T05:52:22.297000+00:00,1770184342297,Feb-4-6,mirror_reversal,11095_11099,TP,0.95,Ultra-fast (37ms) + similar amount = wash,37,0.0035,0.065609,4,,,,,,
1770184365074_mirror_reversal_11292_11294,2026-02-04T05:52:45.074000+00:00,1770184365074,Feb-4-6,mirror_reversal,11292_11294,TP,0.85,Under 2.9s (254ms) = wash (user-learned),254,0.5211,0.144346,2,,,,,,
1770184404790_mirror_reversal_11634_11639,2026-02-04T05:53:24.790000+00:00,1770184404790,Feb-4-6,mirror_reversal,11634_11639,TP,0.85,Under 2.9s (306ms) = wash (user-learned),306,0.7779,0.013136,5,,,,,,
1770184404790_mirror_reversal_11635_11639,2026-02-04T05:53:24.790000+00:00,1770184404790,Feb-4-6,mirror_reversal,11635_11639,TP,0.85,Under 2.9s (306ms) = wash (user-learned),306,0.7572,0.013136,4,,,,,,
1770184404790_mirror_reversal_11635_11640,2026-02-04T05:53:24.790000+00:00,1770184404790,Feb-4-6,mirror_reversal,11635_11640,TP,0.85,Under 2.9s (306ms) = wash (user-learned),306,0.0209,0.013136,5,,,,,,
1770184510921_mirror_reversal_12117_12122,2026-02-04T05:55:10.921000+00:00,1770184510921,Feb-4-6,mirror_reversal,12117_12122,TP,0.85,Under 2.9s (115ms) = wash (user-learned),115,0.0986,0.288802,5,,,,,,
1770184510921_mirror_reversal_12119_12122,2026-02-04T05:55:10.921000+00:00,1770184510921,Feb-4-6,mirror_reversal,12119_12122,TP,0.85,Under 2.9s (109ms) = wash (user-learned),109,0.0986,0.065636,3,,,,,,
1770184510921_mirror_reversal_12120_12122,2026-02-04T05:55:10.921000+00:00,1770184510921,Feb-4-6,mirror_reversal,12120_12122,TP,0.85,Under 2.9s (109ms) = wash (user-learned),109,0.0986,0.013127,2,,,,,,
1770184511475_mirror_reversal_12122_12126,2026-02-04T05:55:11.475000+00:00,1770184511475,Feb-4-6,mirror_reversal,12122_12126,TP,0.85,Under 2.9s (554ms) = wash (user-learned),554,0.0986,0.223159,4,,,,,,
1770184512168_mirror_reversal_12126_12130,2026-02-04T05:55:12.168000+00:00,1770184512168,Feb-4-6,mirror_reversal,12126_12130,TP,0.85,Under 2.9s (693ms) = wash (user-learned),693,0.0,0.170648,4,,,,,,
1770184822978_mirror_reversal_13150_13152,2026-02-04T06:00:22.978000+00:00,1770184822978,Feb-4-6,mirror_reversal,13150_13152,TP,0.95,Ultra-fast (12ms) + similar amount = wash,12,0.0758,0.262143,2,,,,,,
1770184823013_mirror_reversal_13152_13157,2026-02-04T06:00:23.013000+00:00,1770184823013,Feb-4-6,mirror_reversal,13152_13157,TP,0.95,Ultra-fast (35ms) + similar amount = wash,35,0.0758,0.183505,5,,,,,,
1770184850582_mirror_reversal_13384_13386,2026-02-04T06:00:50.582000+00:00,1770184850582,Feb-4-6,mirror_reversal,13384_13386,TP,0.85,Under 2.9s (1081ms) = wash (user-learned),1081,0.5922,0.24905,2,,,,,,
1770184852401_mirror_reversal_13420_13425,2026-02-04T06:00:52.401000+00:00,1770184852401,Feb-4-6,mirror_reversal,13420_13425,TP,0.85,Under 2.9s (298ms) = wash (user-learned),298,0.3332,0.183547,5,,,,,,
1770184852443_mirror_reversal_13422_13427,2026-02-04T06:00:52.443000+00:00,1770184852443,Feb-4-6,mirror_reversal,13422_13427,TP,0.85,Under 2.9s (259ms) = wash (user-learned),259,0.0,0.013111,5,,,,,,
1770184908949_mirror_reversal_13569_13574,2026-02-04T06:01:48.949000+00:00,1770184908949,Feb-4-6,mirror_reversal,13569_13574,TP,0.85,Under 2.9s (154ms) = wash (user-learned),154,0.0,0.249017,5,,,,,,
1770184944114_mirror_reversal_13821_13823,2026-02-04T06:02:24.114000+00:00,1770184944114,Feb-4-6,mirror_reversal,13821_13823,TP,0.95,Ultra-fast (20ms) + similar amount = wash,20,0.0,0.10478,2,,,,,,
